Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:3CpoeW0cZSDzIRv5z34F87,"Sing For The Moment","The Eminem Show","Eminem",2002-05-26,339546,77,true,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"rap,hip hop","Eminem Catalog PS",0.668,0.824,5,-4.164,0,0.137,0.0017,0.00000305,0.0426,0.185,163.961,4
spotify:track:3yfqSUWxFvZELEM4PmlwIR,"The Real Slim Shady","The Marshall Mathers LP","Eminem",2000-05-23,284200,86,true,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"rap,hip hop","Eminem Catalog PS",0.949,0.661,5,-4.244,0,0.0572,0.0302,0,0.0454,0.76,104.504,4
spotify:track:27ZZdyTSQWI7Cug2d2PkqV,"BILLIE EILISH.","BILLIE EILISH.","Armani White",2022-05-19,99282,66,true,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","Legendbound, LLC / Def Jam Recordings",0.9,0.509,1,-6.647,1,0.257,0.115,0.00000167,0.0937,0.765,100.007,4
spotify:track:0nbXyq5TXYPCO7pr3N8S4I,"The Box","Please Excuse Me for Being Antisocial","Roddy Ricch",2019-12-06,196652,84,true,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"melodic rap","Atlantic Records",0.896,0.586,10,-6.687,0,0.0559,0.104,0,0.79,0.642,116.971,4
spotify:track:0F7FA14euOIX8KcbEturGH,"Old Town Road","7","Lil Nas X",2019-06-21,113000,74,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","Columbia",0.907,0.53,1,-6.112,1,0.127,0.0578,0.00000223,0.101,0.507,135.998,4
spotify:track:5MLreTrtwv7fGyyAy0RyeB,"See Me Fall - Y2K Remix","Momentum (Mixtape)","Ro Ransom;Y2K",2017-10-27,201508,60,true,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","Same Plate",0.625,0.829,8,-5.221,1,0.0976,0.301,0,0.107,0.131,109.976,4
spotify:track:2eAvDnpXP5W0cVtiI0PUxV,"Dandelions","Safe Haven","Ruth B.",2017-05-05,233720,86,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","Columbia",0.609,0.692,1,-2.958,1,0.0259,0.0157,0,0.0864,0.454,116.959,3
spotify:track:4qYGnK9axn6vydZqkoJ7VD,"Des Rangila","Fanaa","Jatin-Lalit;Mahalakshmi Iyer;Prasoon Joshi",2006-04-12,318093,51,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,hindi pop,desi,sufi","YRF Music",0.667,0.831,11,-7.94,0,0.0937,0.427,0,0.336,0.832,106.01,4
spotify:track:4hcIkSjuNMYd2bREG38xgH,"","","",0000,0,0,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","",0.367,0.513,6,-11.884,0,0.0577,0.867,0.165,0.197,0.278,159.891,4
spotify:track:43YkTTlOD203o9E5ZxhUjF,"Main Dhoondne Ko Zamaane Mein (From ""Heartless"")","Arijit Singh Broken Strings","Arijit Singh",2019-04-24,262986,67,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"hindi pop,bollywood,desi,bangla pop","T-Series",0.329,0.45,2,-6.312,0,0.0405,0.594,0,0.13,0.284,80.095,4
spotify:track:1rDjwexewf4hrdZT7SRNsH,"Nasha (Equals Sessions)","Nasha (Equals Sessions) - Single","Faridkot;Amar Jalal",2019-10-25,287573,48,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"indian indie,hindi indie","Anahad Foundation",0.78,0.46,6,-7.516,1,0.0851,0.455,0.000141,0.061,0.788,124.007,4
spotify:track:2nC3QhMI9reBIOWutbU3Tj,"Moral of the Story","Moral of the Story","Ashe",2019-02-14,201083,33,true,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","Mom+Pop",0.572,0.406,10,-8.624,1,0.0427,0.587,0.00000448,0.102,0.265,119.812,4
spotify:track:26XaOsDMbl0e1cVKYfkz6w,"Falling","Falling","Trevor Daniel",2018-10-05,159381,71,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","Alamo",0.785,0.431,10,-8.756,0,0.0364,0.123,0,0.0887,0.236,127.085,4
spotify:track:27NovPIUIRrOZoCHxABJwK,"INDUSTRY BABY (feat. Jack Harlow)","INDUSTRY BABY (feat. Jack Harlow)","Lil Nas X;Jack Harlow",2021-07-23,212000,75,true,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","Columbia",0.736,0.704,3,-7.409,0,0.0615,0.0203,0,0.0501,0.894,149.995,4
spotify:track:5HCyWlXZPP0y6Gqq8TgA20,"STAY (with Justin Bieber)","STAY (with Justin Bieber)","The Kid LAROI;Justin Bieber",2021-07-09,141805,81,true,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","Columbia",0.591,0.764,1,-5.484,1,0.0483,0.0383,0,0.103,0.478,169.928,4
spotify:track:27rdGxbavYJeBphck5MZAF,"Nothing Breaks Like a Heart (feat. Miley Cyrus)","Nothing Breaks Like a Heart (feat. Miley Cyrus)","Mark Ronson;Miley Cyrus",2018-11-30,217466,72,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","Columbia",0.601,0.794,7,-5.844,0,0.0671,0.00987,0.00000136,0.388,0.244,114.066,4
spotify:track:5HJvDTnAaDWqhsE841I1QR,"Kamariya","Mitron (Original Motion Picture Soundtrack)","Lijo George;Dj Chetas;Darshan Raval",2018-08-30,251640,58,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"gujarati garba,bollywood,desi,hindi pop,gujarati pop,desi pop","Sony Music Entertainment India Pvt. Ltd.",0.337,0.963,7,-2.93,1,0.296,0.284,0,0.281,0.405,62.481,4
spotify:track:5ZQnQnbUVtBO0pl3ShqVHG,"Lagdi Lahore Di (From ""Street Dancer 3D"")","Enchantic Tulsi Kumar","Guru Randhawa;Tulsi Kumar",2020-04-30,215368,46,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"punjabi pop,bhangra,desi,bollywood,hindi pop,desi pop","T-Series",0.786,0.797,6,-4.063,1,0.0414,0.233,0,0.0861,0.454,95.014,4
spotify:track:6Vh03bkEfXqekWp7Y1UBRb,"Live While We're Young","Take Me Home (Expanded Edition)","One Direction",2012-11-12,200213,73,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","Syco Music",0.663,0.857,2,-2.16,1,0.0544,0.0542,0,0.144,0.931,126.039,4
spotify:track:3RiPr603aXAoi4GHyXx0uy,"Hymn for the Weekend","A Head Full of Dreams","Coldplay",2015-12-04,258266,84,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","Parlophone UK",0.491,0.693,0,-6.487,0,0.0377,0.211,0.00000692,0.325,0.412,90.027,4
spotify:track:0lYBSQXN6rCTvUZvg9S0lU,"Let Me Love You","Encore","DJ Snake;Justin Bieber",2016-08-05,205946,90,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","DJ Snake Def Jam",0.475,0.715,8,-5.371,1,0.058,0.0863,0.0000267,0.135,0.159,199.892,4
spotify:track:3PfIrDoz19wz7qK7tYeu62,"Don't Start Now","Future Nostalgia","Dua Lipa",2020-03-27,183290,83,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"pop","Warner Records",0.793,0.793,11,-4.521,0,0.083,0.0123,0,0.0951,0.679,123.95,4
spotify:track:2Sh4sAOfnSHEVKFyysxzat,"Can't Remember to Forget You (feat. Rihanna)","Shakira. (Expanded Edition)","Shakira;Rihanna",2014-03-14,206866,1,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"latin pop","RCA/Sony Latin Iberia",0.694,0.81,11,-3.556,0,0.0661,0.122,0,0.141,0.824,137.968,4
spotify:track:1SOClUWhOi8vHZYMz3GluK,"Infinity","Feel Something","Jaymes Young",2017-06-23,237720,80,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","Atlantic Records",0.671,0.673,11,-6.941,0,0.0444,0.148,0.0000529,0.304,0.494,121.963,4
spotify:track:2LcXJP95e4HKydTZ2mYfrx,"Tujh Mein Rab Dikhta Hai","Rab Ne Bana Di Jodi","Salim–Sulaiman;Roop Kumar Rathod;Jaideep Sahni",2008-11-06,281573,72,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,sufi,desi,hindi pop,qawwali","YRF Music",0.56,0.604,8,-8.732,1,0.0866,0.315,0.00000112,0.176,0.75,84.784,4
spotify:track:0RGp4KA9wvndxqPIWoKwnD,"Yalgaar","Yalgaar (Original)","Ajey Nagar (CarryMinati);Wily Frenzy",2020-06-06,195652,56,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"hindi hip hop,desi hip hop","CarryMinati",0.726,0.818,6,-6.522,0,0.176,0.538,0.00000101,0.111,0.812,92.033,4
spotify:track:3X8xQPa2b4s9slRf9xWbRi,"abcdefu - MrRevillz Remix","abcdefu (MrRevillz Remix)","Finlay C;Vitara;MrRevillz",2022-07-08,148920,31,true,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"indonesian r&b,slap house","Casual Jam Records",0.652,0.849,9,-5.963,1,0.129,0.11,0.00000239,0.0968,0.265,125.064,4
spotify:track:2A17TySL9lcoRTA28w9yfB,"La La La (Brazil 2014) (feat. Carlinhos Brown)","The 2014 FIFA World Cup Official Album: One Love, One Rhythm","Shakira;Carlinhos Brown",2014-05-09,197680,62,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"latin pop,axé","Sony Music Entertainment",0.783,0.806,11,-5.449,1,0.0763,0.179,0.000113,0.341,0.576,127.98,4
spotify:track:1Bhm5HNO1cq8olDbBmokyL,"Copines","NAKAMURA","Aya Nakamura",2018-11-02,171720,76,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"french r&b,pop urbaine","Rec. 118",0.701,0.787,8,-3.941,0,0.0855,0.27,0,0.105,0.904,180.027,4
spotify:track:6qCNaRRr5xJALfNJvh0NAw,"Bom Diggy Diggy","Bom Diggy Diggy (From ""Sonu Ke Titu Ki Sweety"")","Zack Knight;Jasmin Walia",2018-02-08,238530,70,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"desi,bollywood,bhangra,desi pop","T-Series",0.782,0.827,11,-4.219,0,0.0627,0.159,0,0.226,0.498,104.032,4
spotify:track:4jPy3l0RUwlUI9T5XHBW2m,"Mood (feat. iann dior)","El Dorado","24kGoldn;iann dior",2021-03-26,140525,79,true,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"melodic rap","Records/Columbia",0.701,0.716,7,-3.671,0,0.0361,0.174,0,0.324,0.732,91.007,4
spotify:track:6habFhsOp2NvshLv26DqMb,"Despacito","VIDA","Luis Fonsi;Daddy Yankee",2019-02-01,229360,83,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"latin,reggaeton","UMLE - Latino",0.655,0.797,2,-4.787,1,0.153,0.198,0,0.067,0.839,177.928,4
spotify:track:6zvHwijlnwqjS6d46yAffi,"Paro","Paro","Nej",2021-05-21,204695,63,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"french r&b,moroccan pop","Miel Noir",0.592,0.605,0,-6.159,0,0.0432,0.342,0.00012,0.103,0.419,81.98,4
spotify:track:5QVX2tGOF4w19BHtWPNpFu,"Astronaut In The Ocean","Astronaut In The Ocean","Arem Ozguc;Arman Aydin;Jordan Rys",2021-02-22,156205,2,true,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"turkish pop,turkish hip hop,slap house","Arem Ozguc & Arman Aydin",0.712,0.867,4,-5.623,0,0.0581,0.0134,0.00939,0.196,0.544,126.005,4
spotify:track:5902W4uHWzhtOff1UK7the,"When I’m Gone (with Katy Perry)","When I’m Gone (with Katy Perry)","Alesso;Katy Perry",2021-12-29,161266,66,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"edm,pop","10:22PM/Astralwerks",0.685,0.886,0,-4.179,1,0.034,0.028,0,0.481,0.615,125.034,4
spotify:track:4h4QlmocP3IuwYEj2j14p8,"Sunroof","Sunroof","Nicky Youre;hey daisy",2021-12-03,163025,8,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","Columbia",0.768,0.714,10,-5.11,1,0.0401,0.352,0,0.15,0.842,131.443,4
spotify:track:4t0niaO4hHvwt5MGFhO355,"New Friends","New Friends","Jordana Bryant",2022-06-24,182080,41,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"pop singer-songwriter","Riser House Records",0.702,0.594,0,-5.998,1,0.0378,0.0274,0,0.146,0.0738,99.96,4
spotify:track:5MWXOo8DJwgODtPGaietNz,"cinderella's dead","cinderella's dead","EMELINE",2022-04-01,120666,69,true,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","Emeline",0.596,0.607,6,-6.179,0,0.168,0.33,0,0.103,0.531,119.882,4
spotify:track:1ocYa8PoVd5e2vPn0xHJcA,"Saiyaara","Ek Tha Tiger","Sohail Sen;Mohit Chauhan;Tarannum Malik Jain;Kausar Munir",2012-07-16,252160,73,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,hindi pop,desi,sufi,gujarati garba,qawwali","YRF Music",0.659,0.665,8,-8.181,0,0.0266,0.456,0.000486,0.0898,0.692,93.012,4
spotify:track:1FpVJ7HpZInE2GvhVE2TwT,"Legends Never Die","Legends Never Die","League of Legends;Against The Current",2017-09-15,235000,17,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"pop punk","Riot Games",0.498,0.598,4,-6.638,0,0.0377,0.00786,0,0.111,0.0573,140.078,4
spotify:track:0ldzwWfM7vVxZ9bmxK3Q8m,"Galti Se Mistake (From ""Jagga Jasoos"")","Galti Se Mistake (From ""Jagga Jasoos"")","Pritam;Arijit Singh;Amit Mishra",2017-06-13,203076,55,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,hindi pop,desi,bangla pop","T-Series",0.438,0.797,11,-4.395,0,0.227,0.0173,0,0.164,0.71,195.237,3
spotify:track:1HT0RzPuChHC1kWbIplHyw,"Teri Meri","Bodyguard","Rahat Fateh Ali Khan;Shreya Ghoshal",2011-07-27,325311,68,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"sufi,qawwali,bollywood,hindi pop,desi,ghazal,kannada pop,marathi pop,bangla pop","T-Series",0.401,0.517,2,-6.618,0,0.0481,0.0661,0,0.202,0.471,128.451,4
spotify:track:6IWbIBiYAdmk67Tgt8kjmA,"I'll Be There for You - TV Version with Dialogue","Friends Soundtrack","The Rembrandts",2009-05-12,92386,41,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","Reprise",0.384,0.723,11,-7.939,0,0.823,0.227,0,0.674,0.517,188.179,4
spotify:track:0pqnGHJpmpxLKifKRmU6WP,"Believer","Evolve","Imagine Dragons",2017-06-23,204346,88,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","Kid Ina Korner / Interscope",0.776,0.78,10,-4.374,0,0.128,0.0622,0,0.081,0.666,124.949,4
spotify:track:2J2Z1SkXYghSajLibnQHOa,"Unstoppable","This Is Acting","Sia",2016-01-29,217746,81,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","Monkey Puzzle Records/RCA Records",0.468,0.779,9,-4.839,1,0.0779,0.112,0.000373,0.101,0.26,173.799,4
spotify:track:1feANd8EfcDP5UqSvbheM3,"Bekhayali (From ""Kabir Singh"")","Bekhayali (From ""Kabir Singh"")","Sachet Tandon;Sachet-Parampara",2019-05-24,371790,72,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bhajan,hindi pop,devotional,bollywood,desi pop","T-Series",0.308,0.585,9,-5.18,0,0.0428,0.45,0,0.319,0.345,171.843,3
spotify:track:2VGs7EmaIxq96Wcog6DQOc,"Why This Kolaveri Di? - The Soup of Love","Why This Kolaveri Di? (The Soup of Love)","Anirudh Ravichander;Dhanush",2011-11-16,259293,64,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop","Sony Music Entertainment India Pvt. Ltd.",0.82,0.785,5,-4.003,0,0.158,0.59,0.0000179,0.372,0.894,140.013,4
spotify:track:1scGwkyXNCl19wrBDhnAWg,"Dekhte Dekhte","Batti Gul Meter Chalu","Atif Aslam;Nusrat Fateh Ali Khan;Rochak Kohli;Manoj Muntashir",2018-09-08,256271,71,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,hindi pop,desi,sufi,qawwali,ghazal,bhajan,devotional","T-Series",0.799,0.828,9,-4.846,0,0.0782,0.424,0,0.145,0.627,105.04,4
spotify:track:0TkquWzzuxcrwbCWlTrKYF,"Yaad Piya Ki Aane Lagi","Yaad Piya Ki Aane Lagi","Neha Kakkar;Tanishk Bagchi;Lalit Sen",2019-11-16,256678,63,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,hindi pop,desi,desi pop,gujarati garba,bhajan,devotional","T-Series",0.858,0.833,5,-3.747,0,0.0471,0.375,0,0.112,0.693,107.977,4
spotify:track:3FHl1QYu76zguwjqhqcglX,"Kar Har Maidaan Fateh (From ""Sanju"")","Kar Har Maidaan Fateh (From ""Sanju"")","Sukhwinder Singh;Shreya Ghoshal;Vikram Montrose",2018-06-10,312157,62,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,desi,hindi pop,kannada pop,marathi pop,bangla pop","T-Series",0.557,0.821,1,-7.794,0,0.0573,0.0189,0,0.0863,0.184,170.022,4
spotify:track:61xEM2EJVqQ3PqDBZNj1wh,"Aarambh Hai Prachand Sigma Rule","Aarambh Hai Prachand Sigma Rule","mr.krishnaprajapati",2022-07-14,225471,0,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bhajan,devotional","RB 410 DistroPlay",0.516,0.502,9,-10.139,1,0.0535,0.276,0.11,0.229,0.195,99.983,4
spotify:track:4tBMbRwLJa5BjwJ6FrBlks,"Soni De Nakhre","Partner","Wajid;Labh Janjua;Sneha Pant;Sajid-Wajid;Shabbir Ahmed",2007-06-12,261013,70,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,desi,bhangra,hindi pop,bhajan,gujarati garba","T-Series",0.829,0.852,6,-5.4,1,0.0477,0.00698,0.000278,0.055,0.912,131.989,4
spotify:track:4A15QHUraE6rrP0Co6S3lG,"Woh Ladki Jo","Baadshah (Original Motion Picture Soundtrack)","Abhijeet",1999-07-01,424171,62,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,hindi pop","Ishtar Music Pvt. Ltd.",0.752,0.613,2,-12.95,0,0.0739,0.0404,0.00000486,0.328,0.496,110.022,4
spotify:track:74AqVxZ3oXwJ8olHssBUG3,"Ainvayi Ainvayi","Band Baaja Baaraat","Salim–Sulaiman;Salim Merchant;Sunidhi Chauhan;Amitabh Bhattacharya",2010-03-11,267624,67,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,sufi,desi,hindi pop,qawwali","YRF Music",0.689,0.742,3,-7.571,0,0.0413,0.0339,0.0046,0.0928,0.876,155.986,4
spotify:track:1tEto4JrqNmBZFH5uAiYqb,"Sadi Gali","Tanu Weds Manu","Lehmber Hussainpuri;Raj Shekhar",2011-02-02,264900,65,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bhangra,desi,bollywood,hindi pop","T-Series",0.726,0.994,5,-2.433,0,0.0543,0.021,0.0108,0.222,0.779,129.989,4
spotify:track:3W1XPf7mvuQcWQB7U7MbTM,"Dilliwaali Girlfriend","Yeh Jawaani Hai Deewani","Pritam;Arijit Singh;Sunidhi Chauhan;Kumaar",2013-03-30,260552,70,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,hindi pop,desi,bangla pop","T-Series",0.687,0.941,6,-5.23,0,0.0583,0.0811,0.00000293,0.0697,0.909,138.048,4
spotify:track:0rUN8ascPVT9iiLzC5ocPw,"Abhi Toh Party Shuru Hui Hai","Khoobsurat","Badshah;Aastha Gill",2014-08-12,179912,59,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,desi,desi hip hop,hindi pop,hindi hip hop,desi pop,punjabi pop","T-Series",0.806,0.815,3,-5.373,0,0.0599,0.0081,0.0000235,0.586,0.678,129.999,4
spotify:track:5s9Kd33ExIhpe1JJSj5zLZ,"Nagada Sang Dhol","Goliyon Ki Raasleela Ram-Leela (Original Motion Picture Soundtrack)","Sanjay Leela Bhansali;Shreya Ghoshal;Osman Mir;Siddharth - Garima",2013-10-15,273256,13,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"gujarati garba,bollywood,desi,sufi,hindi pop,gujarati pop,kannada pop,marathi pop,bangla pop,bhajan","Sony Music Entertainment India Pvt. Ltd.",0.743,0.921,3,-5.005,0,0.133,0.289,0.0064,0.0402,0.686,113.3,3
spotify:track:6XjJXPP3UiGtAQpYkD01c0,"Chittiyaan Kalaiyaan","Roy","Meet Bros Anjjan;Kanika Kapoor;Kumaar",2015-01-09,246100,66,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,desi,hindi pop","T-Series",0.793,0.887,7,-5.285,1,0.0954,0.0962,0.0000639,0.623,0.602,100.007,4
spotify:track:3InIAYQyi22mfV4g1T9Jkc,"Main Tera Boyfriend","Raabta","Arijit Singh;Neha Kakkar;Meet Bros.;Sourav Roy;Sohrabuddin;Kumaar;Jitendra Raghuvanshi",2017-06-03,276153,66,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"hindi pop,bollywood,desi,bangla pop,desi pop,gujarati garba,haryanvi pop","T-Series",0.841,0.914,11,-3.917,0,0.0613,0.0958,0,0.115,0.651,104.014,4
spotify:track:0yLdNVWF3Srea0uzk55zFn,"Flowers","Flowers","Miley Cyrus",2023-01-13,200454,12,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","Columbia",0.707,0.681,0,-4.325,1,0.0668,0.0632,0.00000515,0.0322,0.646,117.999,4
spotify:track:1fewSx2d5KIZ04wsooEBOz,"Space Cadet (feat. Gunna)","NOT ALL HEROES WEAR CAPES (Deluxe)","Metro Boomin;Gunna",2018-11-06,203266,77,true,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"melodic rap","Republic Records",0.901,0.464,5,-9.789,0,0.0645,0.368,0.0000182,0.238,0.638,109.004,4
spotify:track:6S4sNq1T4uKnI4B5ZZlto6,"Money Rain","Money Rain","VTORNIK",2019-07-19,155294,0,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"phonk,drift phonk","SAVAGE$TATION",0.934,0.653,11,-6.788,0,0.228,0.228,0,0.15,0.57,101.982,4
spotify:track:04aAxqtGp5pv12UXAg4pkq,"Centuries","American Beauty/American Psycho","Fall Out Boy",2015-01-16,228360,83,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"emo,pop punk","Island Records",0.393,0.858,4,-2.868,0,0.0729,0.00359,0,0.102,0.56,176.042,4
spotify:track:7a53HqqArd4b9NF4XAmlbI,"Kings & Queens","Heaven & Hell","Ava Max",2020-09-18,162398,83,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","Atlantic Records",0.637,0.69,1,-4.057,0,0.0405,0.00786,0,0.124,0.457,129.857,4
spotify:track:2JzZzZUQj3Qff7wapcbKjc,"See You Again (feat. Charlie Puth)","See You Again (feat. Charlie Puth)","Wiz Khalifa;Charlie Puth",2015,229525,84,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"soft pop","Atlantic Records",0.689,0.481,10,-7.503,1,0.0815,0.369,0.00000103,0.0649,0.283,80.025,4
spotify:track:7DnAm9FOTWE3cUvso43HhI,"Sweet but Psycho","Heaven & Hell","Ava Max",2020-09-18,187436,84,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","Atlantic Records",0.72,0.706,1,-4.719,1,0.0473,0.0684,0,0.166,0.62,133.002,4
spotify:track:2k6P0ZpQ0ACLJGts7kruaA,"Step On Up","Dangerous Woman (Edited)","Ariana Grande",2016-05-20,180853,38,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"pop","Universal Records",0.662,0.877,5,-4.185,0,0.112,0.0874,0,0.273,0.545,110.905,4
spotify:track:0Cy7wt6IlRfBPHXXjmZbcP,"Love Me Like You Do","Fifty Shades Freed (Original Motion Picture Soundtrack)","Ellie Goulding",2018-02-09,253520,77,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","Republic/Universal/FSF",0.489,0.597,5,-6.633,0,0.0292,0.27,0,0.105,0.323,95.013,4
spotify:track:08bNPGLD8AhKpnnERrAc6G,"FRIENDS","FRIENDS","Marshmello;Anne-Marie",2018-02-09,202620,8,true,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"edm","Atlantic Records UK",0.626,0.88,9,-2.384,0,0.0504,0.205,0,0.128,0.534,95.079,4
spotify:track:75Ak0cit8hV604Wjlq1gf2,"Aaja We Mahiya","Aaja We Mahiya","Imran Khan",2009-07-27,232066,0,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bhangra,desi,desi hip hop,punjabi pop,punjabi hip hop","Prestige Records",0.639,0.594,10,-6.497,1,0.0347,0.131,0,0.119,0.378,80.034,4
spotify:track:3APdIdF8H0jsxSuGOqXedS,"Kabhi Kabhi Aditi","Jaane Tu... Ya Jaane Na","Rashid Ali",2008-05-21,218836,71,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,hindi pop","T-Series",0.791,0.558,7,-7.155,0,0.0661,0.276,0,0.0859,0.872,95.077,4
spotify:track:3KkXRkHbMCARz0aVfEt68P,"Sunflower - Spider-Man: Into the Spider-Verse","Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture)","Post Malone;Swae Lee",2018-12-14,158040,84,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","Universal Records",0.76,0.478,2,-5.574,1,0.0467,0.552,0,0.0703,0.913,89.908,4
spotify:track:6gBFPUFcJLzWGx4lenP6h2,"goosebumps","Birds In The Trap Sing McKnight","Travis Scott",2016-09-16,243836,84,true,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"rap","Cactus Jack / Epic",0.841,0.728,7,-3.37,1,0.0484,0.0847,0,0.149,0.43,130.049,4
